"","ID1","ID2","ID3","ID4","ID5","ID6","ID7","ID8","ID9","ID10","ID11","ID12","ID13","ID14","ID15","ID16","ID17","ID18"
"tcga_ab.2804",0.0551077749388937,0.0572308704120844,0.0549433606159708,0.0565987333989331,0.0537296692954935,0.0559277704164721,0.05348247695574,0.0554636336493464,0.0571143899768482,0.0558371526411758,0.0563430350041084,0.0548242193282114,0.0538958054682187,0.0571717036256367,0.0550390070802017,0.0552289840464886,0.0544619541737704,0.0575994589724059
"test1",0.055221409527161,0.0549361543368478,0.055902362044664,0.0554533468604002,0.0542915514737144,0.0567064489970484,0.0562081004042359,0.054853469765953,0.0573866203808233,0.0565227845561364,0.0560171906070078,0.0555227063232398,0.0558811978657845,0.0550842141376597,0.0543318254706508,0.0560531582175853,0.0563119219973046,0.0533155370337833
"test2",0.0222528628307609,0.0686507837537012,0.0903959504539506,0.10825405677294,0.086094600436678,0.0526984815885614,0.0260012075786739,0.0411356900348641,0.0544794479030486,0.0326145895209736,0.0435210446337649,0.0262499451485322,0.0795352689716294,0.0552057684281136,0.0787630584622247,0.0620801210951584,0.0286887536057601,0.0433783687806648
"test3",0.0225700205870623,0.0699945805719067,0.0908590913373046,0.107160420958019,0.0839488425553375,0.0526625513291753,0.0252739618358975,0.0418441436783106,0.0556448077558328,0.0322935429430017,0.0423724573576395,0.0266914010869683,0.0782101710903173,0.0557452591628129,0.079494245230406,0.0653278529142275,0.0268858675581202,0.0430207820476608
